# time, t1_s1_1_f1, t1_s1_2_f1, t1_s1_3_f1, t2_s1_1_f1, t2_s1_2_f1, t2_s1_3_f1, t3_s1_1_f1, t3_s1_2_f1, t3_s1_3_f1
8.39490,0.41566,0.90525,0.28342,0.14351,-0.02950,0.05055,0.20720,0.16410,0.24535
8.40682,0.42048,0.90710,0.27213,0.14129,-0.02811,0.04925,0.20705,0.16263,0.24299
8.41875,0.42551,0.90781,0.26089,0.13812,-0.02391,0.04690,0.20757,0.16217,0.23834
8.43067,0.42882,0.90830,0.25356,0.13401,-0.01400,0.04403,0.20828,0.16356,0.23319
8.44259,0.43138,0.90468,0.24717,0.13407,-0.00475,0.04170,0.20933,0.16511,0.22722
8.45452,0.42938,0.90215,0.24268,0.13532,0.01080,0.03824,0.21037,0.16871,0.22046
8.46644,0.42838,0.89660,0.24171,0.13647,0.02620,0.03513,0.21046,0.17428,0.21515
8.47837,0.42530,0.89118,0.24310,0.14246,0.04497,0.03078,0.21110,0.18001,0.20949
8.49029,0.42038,0.88400,0.24621,0.14945,0.06121,0.02470,0.21037,0.18620,0.20555
8.50221,0.41544,0.87748,0.25352,0.15984,0.07841,0.01921,0.20994,0.19228,0.20272
8.51414,0.41113,0.86943,0.25784,0.16762,0.09145,0.01360,0.20979,0.19821,0.20093
8.52606,0.40672,0.86447,0.26569,0.17767,0.10104,0.00774,0.21004,0.20378,0.19908
8.53799,0.40366,0.85632,0.27118,0.19033,0.10650,0.00262,0.21159,0.20797,0.19970
8.54991,0.40191,0.84926,0.27700,0.19950,0.10969,-0.00196,0.21338,0.21137,0.19951
8.56183,0.40009,0.84129,0.27998,0.21131,0.10830,-0.00398,0.21746,0.21293,0.19924
8.57376,0.40031,0.83223,0.28236,0.21914,0.10197,-0.00464,0.22188,0.21329,0.19898
8.58568,0.40090,0.82642,0.28320,0.22871,0.09638,-0.00276,0.22781,0.21323,0.19847
8.59761,0.39931,0.81746,0.28282,0.23890,0.08361,0.00146,0.23332,0.21075,0.19638
8.60953,0.39759,0.80988,0.28063,0.24953,0.06951,0.00624,0.23951,0.20844,0.19406
8.62145,0.39694,0.80280,0.27842,0.25706,0.05510,0.01263,0.24396,0.20493,0.19017
8.63338,0.39311,0.79472,0.27601,0.26690,0.03851,0.01962,0.24740,0.20046,0.18640
8.64530,0.39102,0.78678,0.27226,0.27300,0.02592,0.02591,0.24984,0.19628,0.18178
8.65722,0.38818,0.77884,0.26760,0.27882,0.01242,0.03297,0.25003,0.19127,0.17705
8.66915,0.38538,0.77022,0.26208,0.27881,0.00079,0.03912,0.24929,0.18637,0.17332
8.68107,0.38206,0.76314,0.25493,0.27641,-0.00947,0.04391,0.24709,0.18164,0.16908
8.69300,0.38008,0.75569,0.24675,0.27231,-0.02078,0.04787,0.24484,0.17631,0.16674
8.70492,0.37801,0.75026,0.23980,0.26017,-0.02779,0.05094,0.24205,0.17190,0.16615
8.71684,0.37856,0.74382,0.22873,0.24786,-0.03390,0.05283,0.24067,0.16754,0.16585
8.72877,0.37913,0.73827,0.22101,0.23537,-0.04089,0.05400,0.23853,0.16320,0.16784
8.74069,0.37939,0.73667,0.21388,0.22042,-0.04664,0.05428,0.23729,0.15976,0.17217
8.75262,0.38150,0.73461,0.20878,0.20531,-0.05177,0.05308,0.23582,0.15707,0.17746
8.76454,0.38346,0.73317,0.20596,0.19546,-0.05606,0.05175,0.23601,0.15543,0.18345
8.77646,0.38451,0.73690,0.20306,0.18421,-0.05727,0.04980,0.23575,0.15506,0.19025
8.78839,0.38643,0.74228,0.20389,0.17762,-0.06080,0.04692,0.23503,0.15642,0.19769
8.80031,0.38809,0.74864,0.20631,0.17289,-0.06089,0.04594,0.23344,0.15934,0.20388
8.81224,0.38891,0.75884,0.20902,0.16839,-0.06253,0.04414,0.23163,0.16385,0.20935
8.82416,0.38906,0.77270,0.21273,0.16803,-0.06137,0.04367,0.22945,0.17098,0.21451
8.83608,0.38660,0.78818,0.21551,0.16667,-0.06104,0.04400,0.22713,0.17958,0.21734
8.84801,0.38443,0.80539,0.21874,0.16716,-0.05962,0.04505,0.22410,0.18871,0.21921
8.85993,0.38163,0.82241,0.22171,0.16586,-0.05988,0.04666,0.22223,0.19844,0.21943
8.87185,0.37733,0.84004,0.22216,0.16489,-0.05583,0.04983,0.21994,0.20797,0.21764
8.88378,0.37213,0.85806,0.22057,0.16125,-0.05525,0.05384,0.21861,0.21658,0.21530
8.89570,0.36426,0.87531,0.21691,0.16120,-0.05026,0.05761,0.21721,0.22456,0.21143
8.90763,0.35586,0.88867,0.21314,0.15667,-0.04633,0.06276,0.21659,0.23038,0.20740
8.91955,0.34623,0.90227,0.20555,0.15766,-0.03882,0.06627,0.21564,0.23480,0.20358
8.93147,0.33591,0.91252,0.19755,0.15312,-0.03188,0.06968,0.21509,0.23805,0.19937
8.94340,0.32511,0.92104,0.18683,0.14735,-0.02351,0.07285,0.21497,0.23969,0.19536
8.95532,0.31619,0.92801,0.17674,0.14569,-0.01532,0.07433,0.21444,0.24049,0.19279
8.96725,0.30489,0.93289,0.16451,0.13988,-0.00586,0.07630,0.21490,0.23922,0.19117
8.97917,0.29741,0.93728,0.15506,0.13498,0.00070,0.07508,0.21620,0.23714,0.19069
8.99109,0.29059,0.93989,0.14793,0.13058,0.00693,0.07444,0.21882,0.23328,0.19105
9.00302,0.28521,0.94351,0.14001,0.12872,0.01194,0.07377,0.22132,0.22923,0.19270
9.01494,0.28148,0.94546,0.13513,0.12591,0.01741,0.07266,0.22292,0.22409,0.19510
9.02687,0.27958,0.94505,0.13256,0.12865,0.02144,0.07180,0.22612,0.21866,0.19857
9.03879,0.28220,0.94469,0.13275,0.13560,0.02594,0.07246,0.22797,0.21252,0.20217
9.05071,0.28385,0.94384,0.13692,0.14824,0.02946,0.07335,0.22911,0.20750,0.20675
9.06264,0.28914,0.94136,0.14226,0.15973,0.03582,0.07597,0.22942,0.20226,0.21045
9.07456,0.29459,0.93946,0.14914,0.17484,0.04167,0.07930,0.22828,0.19915,0.21397
9.08648,0.30270,0.93470,0.15964,0.19385,0.04635,0.08379,0.22535,0.19677,0.21609
9.09841,0.31049,0.93044,0.16863,0.21223,0.04929,0.08892,0.22143,0.19707,0.21735
9.11033,0.31786,0.92558,0.17560,0.22905,0.05214,0.09359,0.21673,0.19858,0.21782
9.12226,0.32598,0.92270,0.18564,0.24427,0.05567,0.09908,0.21072,0.20253,0.21702
9.13418,0.32914,0.91941,0.19246,0.25344,0.05230,0.10419,0.20560,0.20773,0.21452
9.14610,0.33364,0.91756,0.19836,0.25912,0.05030,0.10790,0.20235,0.21440,0.21258
9.15803,0.33254,0.91439,0.20221,0.26515,0.04483,0.11225,0.19837,0.22191,0.20936
9.16995,0.33265,0.91214,0.20364,0.26744,0.03931,0.11406,0.19636,0.22931,0.20527
9.18188,0.33054,0.91071,0.20560,0.26692,0.03203,0.11650,0.19703,0.23702,0.20207
9.19380,0.32674,0.91018,0.20972,0.25991,0.02329,0.11878,0.19762,0.24291,0.19831
9.20572,0.32435,0.91144,0.21021,0.25442,0.01335,0.11985,0.20047,0.24816,0.19540
9.21765,0.32090,0.91225,0.21294,0.24912,0.00907,0.12080,0.20249,0.25132,0.19333
9.22957,0.31917,0.91638,0.21640,0.23958,0.00206,0.12139,0.20560,0.25102,0.19097
9.24150,0.31951,0.92594,0.22061,0.23277,-0.00236,0.12210,0.20787,0.24986,0.18966
9.25342,0.32130,0.93344,0.22542,0.22130,-0.00402,0.12212,0.20983,0.24620,0.19008
9.26534,0.32408,0.94402,0.23135,0.20826,-0.00359,0.12270,0.21081,0.24054,0.19063
9.27727,0.32817,0.95690,0.23746,0.19751,0.00054,0.12286,0.21076,0.23476,0.19192
9.28919,0.33257,0.97152,0.24263,0.18574,0.00291,0.12292,0.20977,0.22791,0.19418
9.30112,0.33621,0.98527,0.24724,0.17291,0.00837,0.12369,0.20814,0.22214,0.19811
9.31304,0.33842,0.99810,0.24958,0.16043,0.01165,0.12545,0.20689,0.21632,0.20315
9.32496,0.34100,1.01056,0.25208,0.14759,0.01496,0.12794,0.20557,0.21230,0.20808
9.33689,0.34206,1.02087,0.25257,0.13679,0.01760,0.13130,0.20512,0.20947,0.21336
9.34881,0.34194,1.02644,0.25023,0.12494,0.01733,0.13508,0.20590,0.20700,0.21879
9.36073,0.34009,1.02981,0.24822,0.11396,0.01309,0.14071,0.20660,0.20560,0.22359
9.37266,0.33791,1.03087,0.24229,0.10495,0.00819,0.14633,0.20875,0.20447,0.22800
9.38458,0.33635,1.02989,0.23773,0.10049,-0.00036,0.15357,0.20896,0.20437,0.23152
9.39651,0.33359,1.02686,0.23085,0.09978,-0.01278,0.15844,0.21102,0.20416,0.23374
9.40843,0.32890,1.02092,0.22237,0.10495,-0.02412,0.16366,0.21205,0.20287,0.23497
9.42035,0.32498,1.01655,0.21330,0.11206,-0.03648,0.16732,0.21237,0.20211,0.23515
9.43228,0.31965,1.01286,0.20275,0.12384,-0.05034,0.16859,0.21239,0.20076,0.23366
9.44420,0.31424,1.00587,0.19461,0.14098,-0.06289,0.16886,0.21065,0.19939,0.23185
9.45613,0.30730,0.99974,0.18480,0.15487,-0.07506,0.16578,0.20805,0.19802,0.22976
9.46805,0.30049,0.99503,0.17323,0.17536,-0.08543,0.16158,0.20486,0.19776,0.22621
9.47997,0.29245,0.98743,0.16476,0.19470,-0.09420,0.15619,0.20087,0.19710,0.22215
9.49190,0.28498,0.98202,0.15551,0.20872,-0.09954,0.14981,0.19608,0.19812,0.21739
9.50382,0.27936,0.97610,0.14605,0.22250,-0.10385,0.14296,0.19095,0.19920,0.21343
9.51575,0.27255,0.96751,0.13809,0.23042,-0.10930,0.13562,0.18554,0.20120,0.20896
9.52767,0.26811,0.96267,0.13058,0.23674,-0.11077,0.12849,0.18089,0.20366,0.20517
9.53959,0.26343,0.95615,0.12504,0.23807,-0.11360,0.12193,0.17548,0.20742,0.20227
9.55152,0.26127,0.95087,0.12216,0.23567,-0.11614,0.11706,0.17005,0.21155,0.20113
9.56344,0.25852,0.94430,0.11740,0.23202,-0.11745,0.11301,0.16619,0.21571,0.20095
9.57536,0.25731,0.94027,0.11700,0.22423,-0.12165,0.11068,0.16283,0.22007,0.20185
9.58729,0.25753,0.93536,0.11903,0.21843,-0.12559,0.10942,0.16015,0.22412,0.20439
9.59921,0.25901,0.93228,0.12328,0.20925,-0.12900,0.11044,0.15926,0.22709,0.20817
9.61114,0.26261,0.92785,0.12617,0.20528,-0.13697,0.11216,0.15774,0.22957,0.21266
9.62306,0.26810,0.92205,0.13229,0.20257,-0.14031,0.11514,0.15875,0.23083,0.21717
9.63498,0.27337,0.91670,0.13736,0.20005,-0.14371,0.11900,0.16090,0.23061,0.22134
9.64691,0.27985,0.91107,0.14152,0.20248,-0.14538,0.12289,0.16407,0.23001,0.22476
9.65883,0.28823,0.90435,0.14538,0.20647,-0.14884,0.12676,0.16821,0.22716,0.22648
9.67076,0.29535,0.89731,0.14684,0.21203,-0.14728,0.12938,0.17360,0.22338,0.22782
9.68268,0.30454,0.88881,0.14692,0.21973,-0.14544,0.13294,0.17856,0.21829,0.22568
9.69460,0.31119,0.88020,0.14588,0.22785,-0.14184,0.13546,0.18432,0.21184,0.22256
9.70653,0.31877,0.87235,0.14312,0.23459,-0.13572,0.13775,0.18969,0.20490,0.21721
9.71845,0.32228,0.86525,0.14070,0.24350,-0.13259,0.14039,0.19554,0.19766,0.21139
9.73038,0.32556,0.85857,0.13430,0.24872,-0.12532,0.14493,0.19994,0.19048,0.20451
9.74230,0.32721,0.85451,0.12993,0.25244,-0.11689,0.14905,0.20552,0.18464,0.19798
9.75422,0.32638,0.85115,0.12280,0.25295,-0.10885,0.15289,0.20937,0.17998,0.19163
9.76615,0.32382,0.85046,0.11968,0.25359,-0.10140,0.15744,0.21246,0.17621,0.18611
9.77807,0.32069,0.85168,0.11511,0.25404,-0.09500,0.16178,0.21552,0.17373,0.18203
9.79000,0.31636,0.85783,0.11408,0.25143,-0.08767,0.16522,0.21551,0.17305,0.17899
9.80192,0.30976,0.86507,0.11523,0.24601,-0.08340,0.16617,0.21542,0.17417,0.17719
9.81384,0.30437,0.87688,0.11668,0.24641,-0.07906,0.16708,0.21542,0.17686,0.17576
9.82577,0.29891,0.89063,0.12234,0.24392,-0.07798,0.16612,0.21314,0.18024,0.17546
9.83769,0.29358,0.90512,0.12680,0.23981,-0.07786,0.16384,0.20978,0.18385,0.17486
9.84961,0.28928,0.92210,0.13288,0.23321,-0.08187,0.15907,0.20758,0.18889,0.17373
9.86154,0.28669,0.94060,0.13976,0.22615,-0.08803,0.15307,0.20342,0.19335,0.17310
9.87346,0.28605,0.95885,0.14652,0.21658,-0.09808,0.14617,0.19940,0.19941,0.17317
9.88539,0.28602,0.97652,0.15183,0.20846,-0.10846,0.13983,0.19521,0.20546,0.17341
9.89731,0.28737,0.99110,0.15533,0.19651,-0.12084,0.13266,0.19095,0.21199,0.17363
9.90923,0.28953,1.00500,0.15933,0.18428,-0.13476,0.12576,0.18866,0.21765,0.17501
9.92116,0.29211,1.01645,0.16085,0.17156,-0.14874,0.12123,0.18655,0.22523,0.17723
9.93308,0.29444,1.02345,0.16311,0.16029,-0.16385,0.11732,0.18560,0.23145,0.18100
9.94501,0.29608,1.02966,0.16443,0.15037,-0.17643,0.11389,0.18546,0.23916,0.18472
9.95693,0.29910,1.03581,0.16460,0.14540,-0.18736,0.11121,0.18694,0.24558,0.18901
9.96885,0.30084,1.03819,0.16815,0.14267,-0.19681,0.11157,0.18847,0.25182,0.19324
9.98078,0.30186,1.04201,0.16808,0.14465,-0.20162,0.11230,0.19238,0.25792,0.19618
9.99270,0.30179,1.04581,0.16983,0.14975,-0.20245,0.11274,0.19620,0.26307,0.19844
10.00463,0.30194,1.04930,0.17252,0.15554,-0.20260,0.11565,0.20119,0.26722,0.19860
10.01655,0.30285,1.05176,0.17297,0.16386,-0.19933,0.11918,0.20659,0.26920,0.19807
10.02847,0.30385,1.05438,0.17332,0.17163,-0.19136,0.12217,0.21126,0.26934,0.19491
10.04040,0.30588,1.05663,0.17623,0.18144,-0.18277,0.12493,0.21570,0.26790,0.19151
10.05232,0.30945,1.05770,0.17635,0.18557,-0.17492,0.12797,0.22008,0.26294,0.18607
10.06424,0.31226,1.05978,0.17882,0.19074,-0.16764,0.13029,0.22338,0.25650,0.18045
10.07617,0.31349,1.06012,0.18014,0.19225,-0.16179,0.13123,0.22600,0.24915,0.17465
10.08809,0.31720,1.05988,0.18170,0.18836,-0.15452,0.13081,0.22686,0.24002,0.16806
10.10002,0.32119,1.06047,0.18390,0.18448,-0.15336,0.13012,0.22706,0.23010,0.16238
10.11194,0.32244,1.06121,0.18477,0.17569,-0.15355,0.12890,0.22577,0.21956,0.15705
10.12386,0.32491,1.06260,0.18583,0.16602,-0.15503,0.12642,0.22216,0.21087,0.15219
10.13579,0.32518,1.06473,0.18407,0.15606,-0.15551,0.12528,0.21613,0.20151,0.14802
10.14771,0.32509,1.06801,0.18410,0.14524,-0.16009,0.12319,0.20887,0.19383,0.14491
10.15964,0.32454,1.07207,0.18032,0.13492,-0.16317,0.12290,0.20010,0.18758,0.14210
10.17156,0.32053,1.07749,0.17712,0.12598,-0.16506,0.12233,0.19103,0.18337,0.13946
10.18348,0.31704,1.08366,0.17176,0.11718,-0.16787,0.12217,0.18184,0.17970,0.13723
10.19541,0.31314,1.09148,0.16535,0.11181,-0.16919,0.12253,0.17347,0.17808,0.13592
10.20733,0.30946,1.09955,0.15951,0.10822,-0.16864,0.12415,0.16741,0.17733,0.13426
10.21926,0.30342,1.11000,0.15463,0.10886,-0.16782,0.12446,0.16402,0.17755,0.13342
10.23118,0.29812,1.11723,0.14957,0.10908,-0.16783,0.12554,0.16343,0.17966,0.13308
10.24310,0.29388,1.12660,0.14777,0.11285,-0.16642,0.12561,0.16545,0.18218,0.13322
10.25503,0.28909,1.13489,0.14700,0.11637,-0.16611,0.12530,0.16965,0.18537,0.13399
10.26695,0.28430,1.14001,0.14750,0.12116,-0.16430,0.12504,0.17550,0.18958,0.13521
10.27888,0.27979,1.14229,0.14872,0.12379,-0.16555,0.12420,0.18281,0.19390,0.13628
10.29080,0.27592,1.14343,0.15078,0.12677,-0.16785,0.12211,0.18951,0.19915,0.13843
10.30272,0.27047,1.14029,0.15252,0.12645,-0.16962,0.12102,0.19485,0.20359,0.14115
10.31465,0.26630,1.13382,0.15162,0.12561,-0.17240,0.11992,0.19979,0.20829,0.14420
10.32657,0.26201,1.12627,0.14704,0.12195,-0.17824,0.11893,0.20273,0.21315,0.14717
10.33849,0.25956,1.11630,0.14299,0.11678,-0.18223,0.11795,0.20430,0.21744,0.14999
10.35042,0.25731,1.10584,0.13498,0.11319,-0.18865,0.11692,0.20443,0.22099,0.15260
10.36234,0.25752,1.09477,0.12590,0.10972,-0.19465,0.11859,0.20459,0.22400,0.15536
10.37427,0.25635,1.08522,0.11431,0.10793,-0.19968,0.11920,0.20335,0.22490,0.15823
10.38619,0.25817,1.07543,0.10268,0.10975,-0.20444,0.12134,0.20378,0.22605,0.16108
10.39811,0.25982,1.06926,0.09157,0.11539,-0.20767,0.12398,0.20341,0.22495,0.16330
10.41004,0.26373,1.06689,0.08105,0.12596,-0.21069,0.12705,0.20397,0.22436,0.16634
10.42196,0.26761,1.06389,0.07343,0.13814,-0.21134,0.13133,0.20643,0.22156,0.16906
10.43389,0.27274,1.06438,0.06727,0.15062,-0.20881,0.13642,0.20753,0.21931,0.17221
10.44581,0.27802,1.06737,0.06367,0.16219,-0.20859,0.14111,0.21010,0.21649,0.17507
10.45773,0.28301,1.07032,0.06115,0.17485,-0.20399,0.14616,0.21229,0.21396,0.17863
10.46966,0.28598,1.07352,0.06362,0.18833,-0.19901,0.15262,0.21477,0.21166,0.18096
10.48158,0.28903,1.07715,0.06746,0.19766,-0.19455,0.15919,0.21714,0.21023,0.18431
10.49351,0.28995,1.08276,0.06911,0.20593,-0.18972,0.16553,0.21808,0.20951,0.18603
10.50543,0.28997,1.08583,0.07560,0.21060,-0.18463,0.17350,0.21975,0.20923,0.18778
10.51735,0.28566,1.08703,0.08011,0.21042,-0.17963,0.18035,0.22089,0.21003,0.18956
10.52928,0.28128,1.08674,0.08365,0.20673,-0.17341,0.18722,0.22190,0.21072,0.18922
10.54120,0.27572,1.08563,0.08613,0.20162,-0.16709,0.19316,0.22172,0.21243,0.18831
10.55312,0.26871,1.08509,0.08724,0.19117,-0.16104,0.19881,0.22117,0.21423,0.18748
10.56505,0.26163,1.08264,0.08501,0.18445,-0.15607,0.20410,0.22137,0.21594,0.18585
10.57697,0.25517,1.07983,0.08194,0.17235,-0.14833,0.20755,0.21897,0.21805,0.18393
10.58890,0.24781,1.07768,0.07639,0.16117,-0.14472,0.21066,0.21537,0.21967,0.18327
10.60082,0.24135,1.07392,0.07185,0.14979,-0.14068,0.21362,0.21100,0.22047,0.18236
10.61274,0.23707,1.06985,0.06351,0.13967,-0.13624,0.21576,0.20600,0.22102,0.18261
10.62467,0.23548,1.06411,0.05876,0.12895,-0.13451,0.21823,0.19933,0.22040,0.18374
10.63659,0.23407,1.05690,0.05361,0.11982,-0.13035,0.21914,0.19240,0.21831,0.18671
10.64852,0.23381,1.04872,0.04894,0.11175,-0.12890,0.22011,0.18620,0.21679,0.19060
10.66044,0.23672,1.03967,0.04816,0.10097,-0.12912,0.22233,0.18010,0.21258,0.19615
10.67236,0.24131,1.02890,0.04796,0.09322,-0.12833,0.22358,0.17514,0.20902,0.20187
10.68429,0.24718,1.01887,0.04979,0.08254,-0.12913,0.22573,0.17140,0.20414,0.20803
10.69621,0.25457,1.00985,0.05222,0.07239,-0.13160,0.22741,0.16845,0.19971,0.21428
10.70814,0.26093,1.00133,0.05617,0.06222,-0.13651,0.23130,0.16660,0.19389,0.21941
10.72006,0.26759,0.99539,0.05800,0.05126,-0.14171,0.23540,0.16686,0.18933,0.22344
10.73198,0.27303,0.99285,0.06082,0.04278,-0.14784,0.23880,0.16855,0.18352,0.22695
10.74391,0.27757,0.99156,0.06184,0.03444,-0.15667,0.24161,0.17074,0.17744,0.22808
10.75583,0.28106,0.99446,0.06271,0.02664,-0.16722,0.24453,0.17302,0.17061,0.22891
10.76775,0.28268,0.99949,0.06388,0.02442,-0.17459,0.24805,0.17695,0.16335,0.22778
10.77968,0.28192,1.00463,0.06426,0.02152,-0.18334,0.25089,0.18069,0.15494,0.22617
10.79160,0.27970,1.01382,0.06463,0.02356,-0.19287,0.25198,0.18473,0.14600,0.22498
10.80353,0.27556,1.02137,0.06644,0.02495,-0.19768,0.25269,0.18909,0.13692,0.22322
10.81545,0.27253,1.02937,0.07020,0.03090,-0.20188,0.25214,0.19310,0.12808,0.22124
10.82737,0.26717,1.03718,0.07410,0.03735,-0.20313,0.25344,0.19746,0.12003,0.22001
10.83930,0.26422,1.04369,0.08013,0.04587,-0.20020,0.25274,0.19926,0.11306,0.21861
10.85122,0.26065,1.04881,0.08680,0.05571,-0.19570,0.25142,0.20185,0.10818,0.21831
10.86315,0.25821,1.05175,0.09402,0.06394,-0.19240,0.25114,0.20178,0.10515,0.21935
10.87507,0.25726,1.05112,0.10168,0.07576,-0.18556,0.25030,0.20107,0.10447,0.21994
10.88699,0.25719,1.05003,0.10802,0.08495,-0.18055,0.24861,0.19898,0.10651,0.22141
10.89892,0.25761,1.04842,0.11367,0.09432,-0.17416,0.24732,0.19546,0.11075,0.22201
10.91084,0.26091,1.04431,0.12054,0.10335,-0.17058,0.24451,0.19228,0.11663,0.22298
10.92277,0.26198,1.04109,0.12396,0.11193,-0.17308,0.24382,0.18909,0.12374,0.22211
10.93469,0.26584,1.03747,0.12739,0.12078,-0.17540,0.24258,0.18488,0.13149,0.21978
10.94661,0.26765,1.03278,0.13021,0.12991,-0.18173,0.24125,0.18176,0.13915,0.21684
10.95854,0.26985,1.03050,0.13137,0.13771,-0.18829,0.23855,0.17866,0.14638,0.21158
10.97046,0.27106,1.02748,0.13194,0.14616,-0.19482,0.23712,0.17672,0.15252,0.20588
10.98239,0.27101,1.02573,0.12985,0.15490,-0.20193,0.23543,0.17385,0.15841,0.19951
10.99431,0.27077,1.02430,0.12758,0.16162,-0.20753,0.23405,0.17108,0.16204,0.19243
11.00623,0.26953,1.02175,0.12695,0.16943,-0.21047,0.23262,0.16954,0.16459,0.18603
11.01816,0.26664,1.01766,0.12503,0.17152,-0.21209,0.23255,0.16808,0.16602,0.17944
11.03008,0.26337,1.01621,0.12253,0.17615,-0.20708,0.23252,0.16615,0.16573,0.17523
11.04200,0.25710,1.01128,0.12028,0.17562,-0.20144,0.23403,0.16346,0.16566,0.17087
11.05393,0.25272,1.00836,0.11979,0.17348,-0.19453,0.23605,0.16166,0.16430,0.16866
11.06585,0.24685,1.00270,0.11757,0.16941,-0.18300,0.23875,0.15984,0.16301,0.16689
11.07778,0.24082,0.99804,0.11860,0.16544,-0.17460,0.24294,0.15916,0.16243,0.16623
11.08970,0.23560,0.99358,0.12083,0.15945,-0.16483,0.24768,0.15825,0.16057,0.16604
11.10162,0.23109,0.99066,0.12238,0.15445,-0.15932,0.25105,0.15766,0.15960,0.16605
11.11355,0.22731,0.98925,0.12710,0.15076,-0.15465,0.25742,0.15857,0.15955,0.16560
11.12547,0.22540,0.98842,0.13217,0.14519,-0.15230,0.25911,0.16081,0.15936,0.16579
11.13740,0.22448,0.99110,0.13988,0.14007,-0.15316,0.26037,0.16404,0.15976,0.16634
11.14932,0.22602,0.99229,0.14886,0.13510,-0.15748,0.25959,0.16672,0.16073,0.16643
11.16124,0.22731,0.99605,0.15777,0.12946,-0.16206,0.25625,0.17037,0.16244,0.16722
11.17317,0.23181,0.99721,0.16808,0.12411,-0.16954,0.25062,0.17321,0.16593,0.16712
11.18509,0.23622,1.00137,0.17926,0.11771,-0.17735,0.24359,0.17631,0.17072,0.16839
11.19702,0.24083,1.00423,0.18863,0.11038,-0.18632,0.23565,0.17867,0.17649,0.16931
11.20894,0.24626,1.00731,0.19713,0.10113,-0.19448,0.22675,0.17895,0.18351,0.17014
11.22086,0.25321,1.01052,0.20264,0.09493,-0.20348,0.22003,0.17854,0.18956,0.17173
11.23279,0.25879,1.01641,0.20363,0.08792,-0.21020,0.21362,0.17773,0.19666,0.17176
11.24471,0.26197,1.02026,0.20428,0.08226,-0.21734,0.21100,0.17663,0.20262,0.17203
11.25663,0.26597,1.02593,0.19857,0.07408,-0.22200,0.20849,0.17416,0.20624,0.17219
11.26856,0.26933,1.03307,0.19409,0.06944,-0.22754,0.20782,0.17251,0.20853,0.17325
11.28048,0.26937,1.03931,0.18433,0.06625,-0.23063,0.20931,0.17172,0.20754,0.17453
11.29241,0.26999,1.04786,0.17840,0.06418,-0.23237,0.21134,0.17026,0.20536,0.17495
11.30433,0.26838,1.05541,0.17063,0.06259,-0.23553,0.21356,0.17018,0.19991,0.17675
11.31625,0.26518,1.06401,0.16260,0.06083,-0.23327,0.21400,0.17033,0.19412,0.17726
11.32818,0.26165,1.07223,0.15892,0.06194,-0.23291,0.21562,0.17098,0.18760,0.17866
11.34010,0.25933,1.07777,0.15648,0.05932,-0.23415,0.21442,0.17238,0.18078,0.18028
11.35203,0.25573,1.08327,0.15669,0.06144,-0.23556,0.21423,0.17335,0.17395,0.18123
11.36395,0.25174,1.08691,0.15871,0.06316,-0.23577,0.21278,0.17437,0.16888,0.18196
11.37587,0.25051,1.08941,0.16330,0.06425,-0.23832,0.21090,0.17478,0.16427,0.18222
11.38780,0.24773,1.09145,0.16846,0.06224,-0.24145,0.20952,0.17593,0.16170,0.18150
